192.168.1.113 - - [28/Aug/2025:00:18:07 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/7.81.0"
192.168.1.113 - - [28/Aug/2025:00:18:14 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:14 +0000] "POST /identity/v3/projects HTTP/1.1" 201 566 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:14 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:14 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "POST /identity/v3/projects HTTP/1.1" 201 552 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "POST /identity/v3/users HTTP/1.1" 201 529 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/users/b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 524 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "PUT /identity/v3/projects/ff6a493863ab48e9b778dc9545191962/users/b6fd3047316c4154913638b867ecab81/roles/267ca55008e14f82b946bff0e04128b7 HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:15 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/users/b4b359703d5d48e09ec839c044e366b7 HTTP/1.1" 200 496 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "PUT /identity/v3/projects/ff6a493863ab48e9b778dc9545191962/users/b4b359703d5d48e09ec839c044e366b7/roles/a683d32167f44563a0feb4b6b259103f HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/users/b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 524 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "PUT /identity/v3/projects/ff6a493863ab48e9b778dc9545191962/users/b6fd3047316c4154913638b867ecab81/roles/29c3ed4e4d024cd38f894db12986f9d5 HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/users/b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 524 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/projects/cecc686511ac4f5e8b112d358828c34a HTTP/1.1" 200 561 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "PUT /identity/v3/projects/cecc686511ac4f5e8b112d358828c34a/users/b6fd3047316c4154913638b867ecab81/roles/267ca55008e14f82b946bff0e04128b7 HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "POST /identity/v3/users HTTP/1.1" 201 543 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/users/b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 524 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:16 +0000] "GET /identity/v3/role_assignments?role.id=267ca55008e14f82b946bff0e04128b7&scope.project.id=ff6a493863ab48e9b778dc9545191962&user.id=b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/users/b4b359703d5d48e09ec839c044e366b7 HTTP/1.1" 200 496 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/role_assignments?role.id=a683d32167f44563a0feb4b6b259103f&scope.project.id=ff6a493863ab48e9b778dc9545191962&user.id=b4b359703d5d48e09ec839c044e366b7 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/users/b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 524 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/role_assignments?role.id=29c3ed4e4d024cd38f894db12986f9d5&scope.project.id=ff6a493863ab48e9b778dc9545191962&user.id=b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/users/b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 524 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/projects/cecc686511ac4f5e8b112d358828c34a HTTP/1.1" 200 561 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity/v3/role_assignments?role.id=267ca55008e14f82b946bff0e04128b7&scope.project.id=cecc686511ac4f5e8b112d358828c34a&user.id=b6fd3047316c4154913638b867ecab81 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:17 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/roles/reader HTTP/1.1" 404 336 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/roles?name=reader HTTP/1.1" 200 593 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/users/ca6fffd4c06b4caab99e405198d33e61 HTTP/1.1" 200 538 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "PUT /identity/v3/projects/ff6a493863ab48e9b778dc9545191962/users/ca6fffd4c06b4caab99e405198d33e61/roles/d854638941f3400ca6acef40af0e4585 HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "POST /identity/v3/projects HTTP/1.1" 201 556 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/roles/reader HTTP/1.1" 404 336 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/roles?name=reader HTTP/1.1" 200 593 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/users/ca6fffd4c06b4caab99e405198d33e61 HTTP/1.1" 200 538 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.113 - - [28/Aug/2025:00:18:18 +0000] "GET /identity/v3/projects/ff6a493863ab48e9b778dc9545191962 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
